season,fpl_code,element,player_name,position,team_name,understat_id,understat_player_name,mapping_status,confidence,source
2026-27,433036,404,Reijnders,MID,Man City,11965,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,433154,241,McNeil,MID,Everton,6756,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,433590,281,Drameh,DEF,Hull City,9499,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,434399,536,Reinildo,DEF,Sunderland,7432,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,434752,327,Bijol,DEF,Leeds,6807,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,435997,336,Okafor,MID,Leeds,11966,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,436761,174,Kitching,DEF,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,436893,65,J.Araujo,DEF,Bournemouth,11745,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,437495,3,Meslier,GKP,Arsenal,8715,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,437499,200,Lacroix,DEF,Chelsea,8853,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,437505,553,Isidor,FWD,Sunderland,7148,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,437730,397,Semenyo,MID,Man City,11363,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,437738,333,Bornauw,DEF,Leeds,7791,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,438098,23,Fábio Vieira,MID,Arsenal,11007,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,438234,401,Marmoush,FWD,Man City,8393,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,438464,218,Doucouré,MID,Crystal Palace,8666,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,439509,557,Tzolis,MID,Arsenal,9746,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,439668,187,Eccles,MID,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,440089,96,Damsgaard,MID,Brentford,8859,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,440993,237,Ndiaye,MID,Everton,9307,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,441164,499,Pedro Porro,DEF,Spurs,6912,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,441191,450,Livramento,DEF,Newcastle,9512,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,441264,552,Brobbey,FWD,Sunderland,9789,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,441266,371,Gravenberch,MID,Liverpool,10697,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,441302,36,Maatsen,DEF,Aston Villa,11807,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,442967,562,Maeda,MID,Ipswich Town,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,443261,313,Clarke,MID,Ipswich Town,13019,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,444102,79,Evanilson,FWD,Bournemouth,12963,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,444145,18,Martinelli,MID,Arsenal,7752,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,444172,59,Dennis,GKP,Bournemouth,10748,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,444180,105,Anthony,MID,Brentford,10746,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,444307,276,Lo-Tutala,GKP,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,444463,145,Fofana,DEF,Chelsea,7589,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,444765,85,Van den Berg,DEF,Brentford,10721,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,444884,383,Elliott,MID,Liverpool,7546,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,445028,563,Morita,MID,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,445044,521,Kulusevski,MID,Spurs,6691,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,445122,5,J.Timber,DEF,Arsenal,11707,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,446008,427,Mbeumo,MID,Man Utd,6552,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,448047,155,Enzo,MID,Chelsea,11356,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,448089,54,Gomes,MID,Aston Villa,11384,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,448104,9,Hincapie,DEF,Arsenal,9911,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,448514,392,Aït-Nouri,DEF,Man City,6674,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,449027,351,Mamardashvili,GKP,Liverpool,9693,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,449428,283,Jacob,DEF,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,449429,306,Greaves,DEF,Ipswich Town,12745,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,449434,454,Elanga,MID,Newcastle,9524,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,449871,48,Onana,MID,Aston Villa,9667,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,450542,219,J.Rak-Sakyi,MID,Crystal Palace,9461,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,451284,175,van Ewijk,DEF,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,451302,413,Bayindir,GKP,Man Utd,12054,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,451340,121,Mitoma,MID,Brighton,10806,,mapped,LOW,smartplayfpl_mapping_release
2026-27,451490,119,Costinha,DEF,Brighton,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,454490,120,Svoboda,DEF,Brighton,9887,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,455084,305,Davis,DEF,Ipswich Town,8919,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,456512,483,Ndoye,MID,Nott'm Forest,8662,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,457569,57,Petrović,GKP,Bournemouth,12032,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,458249,440,Zirkzee,FWD,Man Utd,8044,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,460028,149,Colwill,DEF,Chelsea,10805,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,460842,512,Kudus,MID,Spurs,12027,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,461102,173,Thomas,DEF,Coventry City,8483,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,461199,547,Mundle,MID,Sunderland,11461,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,461587,323,McAteer,MID,Ipswich Town,10166,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,462387,322,Al-Hamadi,FWD,Ipswich Town,12751,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,462424,6,Saliba,DEF,Arsenal,6888,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,462635,340,Gelhardt,MID,Leeds,9339,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,463034,167,Delap,FWD,Chelsea,8868,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,463067,125,Georginio,FWD,Brighton,6937,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,463936,158,Gittens,MID,Chelsea,10542,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,463981,60,Hill,DEF,Bournemouth,10747,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,464353,355,Davies,GKP,Liverpool,11028,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,465247,412,Lammens,GKP,Man Utd,14056,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,465351,389,Matheus N.,DEF,Man City,11000,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,465390,177,Kesler-Hayden,DEF,Coventry City,9409,,shared_understat_id,MEDIUM,smartplayfpl_mapping_release
2026-27,465525,291,Matazo,MID,Hull City,8644,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,465642,445,Thiaw,DEF,Newcastle,8378,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,465680,493,Kalimuendo,FWD,Nott'm Forest,8056,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,465694,405,N.Gonzalez,MID,Man City,9802,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,465730,115,De Cuyper,DEF,Brighton,13711,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,466052,399,Cherki,MID,Man City,8094,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,466075,8,Calafiori,DEF,Arsenal,8129,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,466525,335,Stach,MID,Leeds,9910,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,467779,130,Wieffer,DEF,Brighton,12758,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,469142,112,Van Hecke,DEF,Spurs,10807,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,469247,49,Iling Jr,MID,Aston Villa,10616,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,469272,190,Tchaouna,MID,Coventry City,9977,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,470294,297,Gyabi,MID,Hull City,10752,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,470313,463,Woltemade,FWD,Newcastle,8117,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,470315,478,Netz,DEF,Nott'm Forest,8401,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,470551,567,Horníček,GKP,Newcastle,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,472713,90,Hickey,DEF,Brentford,8942,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,472739,110,Rushworth,GKP,Coventry City,12760,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,472769,387,O'Reilly,DEF,Man City,11592,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,473284,572,Tzolakis,GKP,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,475168,165,João Pedro,FWD,Chelsea,8272,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,476887,485,Bakwa,MID,Nott'm Forest,8920,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,477064,395,Lewis,DEF,Man City,10847,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,477424,391,Gvardiol,DEF,Man City,9790,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,477547,538,Hjelde,DEF,Sunderland,10028,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,477555,264,Bobb,MID,Fulham,11903,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,480455,230,Branthwaite,DEF,Everton,8476,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,480457,183,Rudoni,MID,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,481624,318,Philogene,MID,Ipswich Town,9415,,mapped,LOW,smartplayfpl_mapping_release
2026-27,481655,19,Zubimendi,MID,Arsenal,7526,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,482442,518,P.M.Sarr,MID,Spurs,9021,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,482609,144,Gusto,DEF,Chelsea,9017,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,482973,491,Igor Jesus,FWD,Nott'm Forest,13778,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,483067,566,Silva,DEF,Bournemouth,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,484389,171,Dovin,GKP,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,484420,542,E.Le Fée,MID,Sunderland,8651,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,485047,470,Morato,DEF,Nott'm Forest,13068,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,485055,496,Kinsky,GKP,Spurs,13348,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,485337,42,Guessand,MID,Aston Villa,8006,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,485711,439,Šeško,FWD,Man Utd,11974,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,486385,248,Beto,FWD,Everton,9983,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,486520,344,Gruev,MID,Leeds,8000,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,486672,159,Caicedo,MID,Chelsea,9453,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,487053,506,Udogie,DEF,Spurs,8831,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,487117,139,Ferguson,FWD,Brighton,10177,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,487676,534,Hume,DEF,Sunderland,13713,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,487838,449,Hall,DEF,Newcastle,10216,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,488024,211,Yeremy,MID,Crystal Palace,9024,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,489580,365,Ramsay,DEF,Liverpool,11214,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,489639,109,Verbruggen,GKP,Brighton,11711,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,489706,215,Devenny,MID,Crystal Palace,13038,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,489888,77,Adli,MID,Bournemouth,8211,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,490094,240,Iroegbunam,MID,Everton,9554,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,490145,528,Scarlett,FWD,Spurs,9332,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,490161,293,Kamara,MID,Hull City,10526,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,490881,436,Collyer,MID,Man Utd,12461,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,491007,163,D.Essugo,MID,Chelsea,13094,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,491279,503,Van de Ven,DEF,Spurs,10050,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,491501,378,McConnell,MID,Liverpool,11811,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,492498,191,Borges Rodrigues,MID,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,492777,360,Bradley,DEF,Liverpool,10120,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,492859,341,Gnonto,MID,Leeds,11155,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,493105,160,Garnacho,MID,Aston Villa,10552,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,493250,431,Amad,MID,Man Utd,8127,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,493362,513,Xavi,MID,Spurs,8700,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,494307,394,Alleyne,DEF,Man City,13298,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,494521,61,Truffert,DEF,Bournemouth,8640,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,494595,366,Wirtz,MID,Liverpool,8397,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,494928,573,Sanchez,DEF,Bournemouth,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,494950,275,Cartwright,GKP,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,496208,72,Gannon-Doak,MID,Bournemouth,11231,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,496221,210,Wharton,MID,Crystal Palace,12409,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,496661,245,Dibling,MID,Everton,10586,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,498016,529,Roefs,GKP,Sunderland,13712,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,499169,7,Lewis-Skelly,MID,Arsenal,12272,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,499175,22,Nwaneri,MID,Arsenal,11132,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,499300,235,Aznou,DEF,Everton,12371,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,499309,168,Marc Guiu,FWD,Chelsea,11633,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,499604,67,Rayan,MID,Bournemouth,14395,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,499716,510,Rowswell,DEF,Spurs,14176,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,499721,523,Moore,MID,Spurs,12603,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,499726,524,Olusesi,MID,Spurs,13224,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,500040,11,Mosquera,DEF,Arsenal,10024,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,500058,382,Danns,FWD,Liverpool,12455,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,500151,475,Savona,DEF,Nott'm Forest,12905,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,500957,298,Destan,FWD,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,501390,309,Núñez,MID,Ipswich Town,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,501459,185,Sakamoto,MID,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,501902,278,Hughes,DEF,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,502500,106,Thiago,FWD,Brentford,13222,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,502697,243,Alcaraz,MID,Everton,11297,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,503037,170,Emegha,FWD,Chelsea,11817,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,503139,69,Scott,MID,Bournemouth,12149,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,503301,484,Hutchinson,MID,Nott'm Forest,10348,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,505079,252,McNally,GKP,Fulham,14308,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,507433,83,Valdimarsson,GKP,Brentford,12595,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,508395,102,Yarmoliuk,MID,Brentford,11772,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,508479,141,Jörgensen,GKP,Chelsea,9272,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,509416,129,Ayari,MID,Brighton,11385,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,510281,403,Savinho,MID,Man City,11735,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,510663,380,Ekitiké,FWD,Liverpool,8995,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,511499,514,Tel,MID,Spurs,9780,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,512462,232,O'Brien,DEF,Everton,12014,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,513086,93,Schuster,DEF,Brentford,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,513418,94,Schade,MID,Brentford,9156,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,513466,246,Röhl,MID,Everton,11331,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,513545,565,Sangaré,MID,Brentford,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,514254,127,Gomez,MID,Brighton,13364,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,514356,161,Lavia,MID,Chelsea,10004,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,514514,381,Koumas,MID,Liverpool,12434,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,515046,531,Ellborg,GKP,Sunderland,14425,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,515597,35,Bogarde,MID,Aston Villa,10025,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,515621,206,Chadi Riad,DEF,Crystal Palace,11167,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,516895,432,Mainoo,MID,Man Utd,11174,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,517052,166,N.Jackson,FWD,Chelsea,10048,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,519440,361,Lucky,DEF,Liverpool,14236,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,519634,537,Seelt,DEF,Sunderland,13714,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,519913,438,Fletcher,MID,Man Utd,14272,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,522047,334,Muharemović,DEF,Leeds,13879,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,531442,315,Fatawu,MID,Ipswich Town,12911,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,532529,123,Hinshelwood,MID,Brighton,11269,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,532605,162,Andrey Santos,MID,Man Utd,11808,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,533463,95,O.Dango,MID,Brentford,9662,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,534392,299,Burstow,FWD,Hull City,11810,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,535301,131,Baleba,MID,Brighton,10527,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,535818,546,Adingra,MID,Sunderland,11710,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,535928,376,Bajcetic,MID,Liverpool,10723,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,536661,551,Angulo,MID,Sunderland,14424,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,536694,217,M.França,MID,Crystal Palace,12152,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,536916,128,Buonanotte,MID,Brighton,11362,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,538207,465,Osula,FWD,Newcastle,9556,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,538638,479,Bindon,DEF,Nott'm Forest,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,539142,182,Amenda,DEF,Coventry City,12955,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,540324,286,Belloumi,MID,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,543158,568,Barco,MID,Chelsea,12498,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,543295,99,Milambo,MID,Brentford,13780,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,543968,316,Emersonn,FWD,Ipswich Town,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,544877,358,Kerkez,DEF,Liverpool,11709,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,545477,451,A.Murphy,DEF,Newcastle,12199,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,546600,554,Van Oevelen,GKP,Ipswich Town,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,547027,543,Diarra,MID,Sunderland,9767,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,547037,434,J.Fletcher,MID,Man Utd,13150,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,547676,425,Fredricson,DEF,Man Utd,13467,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,547701,522,Gray,MID,Spurs,10184,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,547719,459,L.Miley,MID,Newcastle,11386,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,548308,507,Phillips,DEF,Spurs,12031,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,549067,477,Abbott,DEF,Nott'm Forest,13306,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,549074,133,Watson,MID,Brighton,14029,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,549653,197,Bassette,FWD,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,549912,549,Talbi,MID,Sunderland,13717,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,549939,560,Penders,GKP,Chelsea,13816,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,550090,117,Coppola,DEF,Brighton,10169,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,550615,242,George,MID,Everton,12573,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,550839,517,Odobert,MID,Spurs,10822,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,550864,420,Yoro,DEF,Man Utd,10564,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,551210,148,Hato,DEF,Chelsea,13776,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,551226,525,Fernandes,MID,Spurs,12948,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,551262,196,Markelo,FWD,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,551466,569,García,FWD,Fulham,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,551499,377,Munoz,MID,Liverpool,13279,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,552946,574,Hjertø-Dahl,MID,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,553783,294,Zambrano,MID,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,554197,548,Rigg,MID,Sunderland,13719,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,554578,444,Jaouen,GKP,Newcastle,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,556637,134,Oriola,MID,Brighton,14127,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,557012,321,Walle Egeli,FWD,Ipswich Town,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,560262,78,Kroupi.Jr,MID,Bournemouth,11504,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,560552,263,Kevin,MID,Fulham,14030,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,561245,81,Rodríguez,FWD,Bournemouth,11186,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,565297,349,Mateo Joseph,FWD,Leeds,11208,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,567119,169,Mheuka,FWD,Chelsea,13476,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,570241,92,Ji-soo,DEF,Brentford,12136,,mapped,LOW,smartplayfpl_mapping_release
2026-27,570526,520,Bergvall,MID,Spurs,12912,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,571779,570,Palacios,MID,Fulham,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,574458,150,M.Sarr,DEF,Chelsea,11253,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,575204,407,Echeverri,MID,Man City,13649,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,575458,474,Jair Cunha,DEF,Nott'm Forest,13779,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,575476,472,Murillo,DEF,Nott'm Forest,12123,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,575901,66,Soler,DEF,Bournemouth,13474,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,576620,437,Bendito Mantato,MID,Man Utd,14266,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,576628,435,Lacey,MID,Man Utd,14198,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,577016,151,Acheampong,DEF,Chelsea,12535,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,577285,51,George Hemmings,MID,Aston Villa,14193,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,577411,181,Brau,DEF,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,577669,545,Sadiki,MID,Sunderland,13716,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,577725,268,King,MID,Fulham,12410,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,577974,424,Amass,DEF,Man Utd,12559,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,578153,393,Khusanov,DEF,Man City,11763,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,578545,39,Nedeljkovic,DEF,Aston Villa,12775,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,586268,353,Pecsi,GKP,Liverpool,14168,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,586309,249,Barry,FWD,Everton,12916,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,590014,220,Cardines,DEF,Crystal Palace,13777,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,590039,409,Mukasa,MID,Man City,14055,,mapped,HIGH,smartplayfpl_mapping_release
