season,fpl_code,element,player_name,position,team_name,understat_id,understat_player_name,mapping_status,confidence,source
2026-27,591386,375,Nyoni,MID,Liverpool,12203,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,592031,122,Minteh,MID,Brighton,12759,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,593117,164,Quenda,MID,Chelsea,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,593174,107,Furo,FWD,Brentford,14356,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,596047,441,Obi,FWD,Man Utd,13466,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,596777,415,Dorgu,MID,Man Utd,11944,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,597320,132,Howell,MID,Brighton,13584,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,599303,466,Neave,FWD,Newcastle,13532,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,606702,362,Jacquet,DEF,Liverpool,11545,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,606745,421,Heaven,DEF,Man Utd,13080,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,606798,38,A.García,DEF,Aston Villa,13392,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,606921,216,Esse,MID,Crystal Palace,13387,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,607464,88,Kayode,DEF,Brentford,11281,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,608181,137,Tzimas,FWD,Brighton,14028,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,608227,576,Stroud,MID,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,609873,244,Armstrong,MID,Everton,12757,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,610799,504,Vuskovic,DEF,Brighton,13725,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,611665,461,Touré,MID,Newcastle,13427,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,611922,369,Ngumoha,MID,Liverpool,13692,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,614071,53,Manzambi,MID,Aston Villa,13102,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,614574,76,Tóth.A,MID,Bournemouth,14374,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,616077,20,Dowman,MID,Arsenal,13872,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,616221,511,Souza,DEF,Spurs,14410,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,616222,396,Vitor Reis,DEF,Man City,13380,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,620109,152,Palestra,DEF,Chelsea,11551,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,620487,63,Milosavljević,DEF,Bournemouth,14027,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,622758,561,Anselmino,DEF,Chelsea,13460,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,624773,157,Estêvão,MID,Chelsea,13775,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,629397,192,Andrews,MID,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,631786,272,Kusi-Asare,FWD,Fulham,13262,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,632794,559,Bamba,MID,Newcastle,13214,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,636852,462,Steur,MID,Newcastle,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,640419,509,Byfield,DEF,Spurs,14134,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,645618,50,Burrowes,MID,Aston Villa,13870,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,647681,363,Leoni,DEF,Liverpool,13031,,mapped,MEDIUM,smartplayfpl_mapping_release
2026-27,647850,138,Kostoulas,FWD,Brighton,14118,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,649208,410,Monga,MID,Man City,13579,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,651426,203,Canvot,DEF,Crystal Palace,13091,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,653481,52,Alysson,MID,Aston Villa,14446,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,660392,225,Uche,FWD,Crystal Palace,12726,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,661800,284,McCarthy,DEF,Hull City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,661888,575,Yirenkyi,MID,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,672492,221,Drakes-Thomas,MID,Crystal Palace,14263,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,684268,189,Shepherd,MID,Coventry City,,,unmapped,NONE,smartplayfpl_mapping_release
2026-27,699989,550,Jocelin.T,MID,Sunderland,14460,,mapped,HIGH,smartplayfpl_mapping_release
2026-27,700308,135,Yohanna,MID,Brighton,,,unmapped,NONE,smartplayfpl_mapping_release
